Location,Latitude,Longitude,Country,County,Reported Location,Crash ID,Crash Date,Year,Month,Crash Time,Quarter of the day,Crash Type,Severity,Pedestrians,Pedestrian Casualties
"-35.314994, 149.140979",-35.314994,149.140979,"Newsagency, Australian Capital Territory, 66 Giles Street, Kingston 2604, Australia", Kingston 2604,GILES STREET (TENCH -> JARDINE),1147477,01/11/2016,2016,November,12:45,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.400006, 149.08682",-35.400006,149.08682,"Australian Capital Territory, 26 Guthridge Crescent, Wanniassa 2903, Australia", Wanniassa 2903,GUTHRIDGE CRESCENT (WHEELER -> HANNA),1101068,18/12/2014,2014,December,11:05,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.221455, 149.146293",-35.221455,149.146293,"Australian Capital Territory, Morisset Road, District of Gungahlin 2912, Australia", District of Gungahlin 2912,MORISSET ROAD (FLEMINGTON / SANDFORD -> WELL STATION),1206487,28/04/2019,2019,April,21:20,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.343898, 149.098531",-35.343898,149.098531,"Australian Capital Territory, Kitchener Street, Garran 2605, Australia", Garran 2605,KITCHENER/YAMBA INTERSECTION,1210045,25/06/2019,2019,June,08:15,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.218589, 149.103494",-35.218589,149.103494,"Australian Capital Territory, Callabonna Street, Kaleen 2617, Australia", Kaleen 2617,CALLABONNA/KIEWA (SW) INTERSECTION,1032867,16/04/2012,2012,April,11:20,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.329583, 149.123745",-35.329583,149.123745,"Australian Capital Territory, Flinders Way, Red Hill 2603, Australia", Red Hill 2603,FLINDERS WAY (MONARO -> MUGGA),1121520,24/09/2015,2015,September,08:40,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.348789, 149.084257",-35.348789,149.084257,"Australian Capital Territory, Melrose Drive, Phillip 2606, Australia", Phillip 2606,HINDMARSH/MELROSE INTERSECTION,1039779,05/04/2012,2012,April,17:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.344628, 149.084684",-35.344628,149.084684,"Australian Capital Territory, Furzer Street, Phillip 2606, Australia", Phillip 2606,FURZER STREET / ACCESS ROAD (FURZER -> FURZER),1101238,24/12/2014,2014,December,14:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.247965, 149.067545",-35.247965,149.067545,"Australian Capital Territory, C5, Belconnen 2617, Australia", Belconnen 2617,BELCONNEN/BENJAMIN INTERSECTION,1070628,14/09/2013,2013,September,07:58,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.280328, 149.128937",-35.280328,149.128937,"Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,NORTHBOURNE AVENUE (VERNON -> LONDON),1084774,16/04/2014,2014,April,17:00,Afternoon,Struck pedestrian (On Road),Injury,1,0
"-35.260511, 149.132038",-35.260511,149.132038,"Australian Capital Territory, Macarthur Avenue, Turner 2612, Australia", Turner 2612,MACARTHUR/NORTHBOURNE/WAKEFIELD INTERSECTION,1026849,28/01/2012,2012,January,10:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.238953, 149.070307",-35.238953,149.070307,"Australian Capital Territory, Chandler Street, Belconnen 2617, Australia", Belconnen 2617,CHANDLER STREET (SWANSON -> BENJAMIN),1132759,16/04/2016,2016,April,18:42,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.231865, 149.144931",-35.231865,149.144931,"Australian Capital Territory, Flemington Road, Lyneham 2602, Australia", Lyneham 2602,FLEMINGTON ROAD (EPIC ACCESS -> RANDWICK),1087660,03/05/2014,2014,May,16:38,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.372886, 149.114595",-35.372886,149.114595,"Australian Capital Territory, Walton Street, Isaacs 2607, Australia", Isaacs 2607,WALTON STREET (JULIA FLYNN -> TREACY),1198583,20/12/2018,2018,December,16:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.277449, 149.134532",-35.277449,149.134532,"Australian Capital Territory, unnamed road, Braddon 2612, Australia", Braddon 2612,COOYONG/SCOTTS INTERSECTION,1120227,29/09/2015,2015,September,18:50,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.224358, 149.038099",-35.224358,149.038099,"Australian Capital Territory, Kingsford Smith Drive, Florey 2615, Australia", Florey 2615,KINGSFORD SMITH DRIVE (O'LOGHLEN -> SOUTHERN CROSS),1203232,18/03/2019,2019,March,15:05,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.275692, 149.129686",-35.275692,149.129686,"Australian Capital Territory, Barry Drive, Turner 2612, Australia", Turner 2612,BARRY/COOYONG/NORTHBOURNE INTERSECTION,1032511,13/04/2012,2012,April,14:36,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.406792, 149.079122",-35.406792,149.079122,"Oxley Early Learning Centre, Australian Capital Territory, Newman-Morris Circuit, Oxley 2903, Australia", Oxley 2903,NEWMAN-MORRIS CIRCUIT (FARRELLY -> CLUTTERBUCK),1146187,12/10/2016,2016,October,16:40,Afternoon,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.326199, 149.086682",-35.326199,149.086682,"Australian Capital Territory, Carruthers Street, Curtin 2605, Australia", Curtin 2605,CARREYARRNRM/CARRUTHERS/YARRNCARRWRM INTERSECTION,1208754,06/06/2019,2019,June,15:25,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.270316, 149.130454",-35.270316,149.130454,"Australian Capital Territory, Girrawheen Street, Braddon 2612, Australia", Braddon 2612,GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION,1136873,27/05/2016,2016,May,17:35,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.279328, 149.135622",-35.279328,149.135622,"Australian Capital Territory, Cooyong Street, Braddon 2612, Australia", Braddon 2612,AINSLIE/COOYONG INTERSECTION,1079698,20/11/2013,2013,November,08:10,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.42788, 149.11567",-35.42788,149.11567,"Australian Capital Territory, May Gibbs Close, Richardson 2905, Australia", Richardson 2905,MAY GIBBS CLOSE (CLIFT -> MAY GIBBS),1062108,08/05/2013,2013,May,15:05,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.405022, 149.098403",-35.405022,149.098403,"McDonald's, Australian Capital Territory, Ricardo Street, Wanniassa 2903, Australia", Wanniassa 2903,RICARDO STREET (MCBRYDE -> GARTSIDE),1037077,15/06/2012,2012,June,19:20,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.250934, 149.137704",-35.250934,149.137704,"Dickson Shops, Lost River Produce, Australian Capital Territory, 1/5-15 Badham Street, Dickson 2602, Australia", Dickson 2602,BADHAM STREET (DICKSON -> CAPE),1207571,15/11/2018,2018,November,18:56,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.298515, 149.150831",-35.298515,149.150831,"Australian Capital Territory, Russell Drive, Russell 2600, Australia", Russell 2600,RUSSELL DRIVE (VIVIAN BULLWINKEL -> SIR THOMAS BLAMEY),1211509,16/07/2019,2019,July,17:35,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.270307, 149.130366",-35.270307,149.130366,"Australian Capital Territory, Girrawheen Street, Braddon 2612, Australia", Braddon 2612,GIRRAHWEEN/MASSON/NORTHBOURNE INTERSECTION,1040221,25/07/2012,2012,July,16:19,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.325722, 149.082685",-35.325722,149.082685,"Curtin Shops, Coles, Australian Capital Territory, 51 Curtin Place, Curtin 2605, Australia", Curtin 2605,CURTIN PLACE EAST CARPARK (CURTIN PLACE EAST -> CURTIN PLACE EAST),1175553,31/12/2017,2017,December,16:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.341457, 149.052288",-35.341457,149.052288,"Weston Creek Centre, Weston Asian Grocery, Australian Capital Territory, Brierly Street, Weston 2611, Australia", Weston 2611,BRIERLY STREET (PARKINSON -> TRENERRY),1207320,10/05/2019,2019,May,16:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.319229, 149.13894",-35.319229,149.13894,"Eastlakes Football Club, Australian Capital Territory, 3 Oxley Street, Griffith 2603, Australia", Griffith 2603,OXLEY STREET (EYRE -> GILES),1207308,30/05/2018,2018,May,18:30,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.236125, 149.143445",-35.236125,149.143445,"Australian Capital Territory, Phillip Avenue, Downer 2602, Australia", Downer 2602,FEDERAL/PHILLIP INTERSECTION,1096692,09/10/2014,2014,October,12:05,Afternoon,Struck pedestrian (Off Road),Injury,1,0
"-35.379997, 149.057395",-35.379997,149.057395,"Australia Post, Australian Capital Territory, Primmer Court, Kambah 2902, Australia", Kambah 2902,PRIMMER COURT CARPARK W (PRIMMER -> PRIMMER CARPARK ACCESS),1204608,31/03/2019,2019,March,12:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.279109, 149.125873",-35.279109,149.125873,"Australian Capital Territory, Academie House, 34 Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE/ALLSOP INTERSECTION,1048768,08/11/2012,2012,November,16:54,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.325634, 149.03914",-35.325634,149.03914,"Australian Capital Territory, Serventy Street, Wright 2611, Australia", Wright 2611,SERVENTY/DUNPHY INTERSECTION,1077372,22/11/2013,2013,November,12:45,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.278394, 149.129051",-35.278394,149.129051,"Bistro Nguyen's, Australian Capital Territory, Northbourne Avenue, City 2601, Australia", City 2601,ALINGA/NORTHBOURNE INTERSECTION,1244108,24/03/2021,2021,March,17:52,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.420355, 149.067903",-35.420355,149.067903,"Australian Capital Territory, Reed Street South, Greenway 2900, Australia", Greenway 2900,REED/SCOLLAY (SW) INTERSECTION,1244833,14/04/2021,2021,April,11:04,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.211303, 149.110757",-35.211303,149.110757,"Australian Capital Territory, Barton Highway, Kaleen 2617, Australia", Kaleen 2617,BARTON HIGHWAY (BELLENDEN -> GUNDAROO),1054450,01/02/2013,2013,February,02:30,Night,Struck pedestrian (Off Road),Injury,1,1
"-35.331581, 149.154687",-35.331581,149.154687,"Australian Capital Territory, Anembo Street, Narrabundah 2604, Australia", Narrabundah 2604,ANEMBO STREET (KOOTARA -> KOOTARA),1249045,11/03/2021,2021,March,13:00,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.239783, 149.060975",-35.239783,149.060975,"Coles Express, Australian Capital Territory, Cohen Street, Belconnen 2617, Australia", Belconnen 2617,COHEN/JOSEPHSON INTERSECTION,1239035,23/12/2020,2020,December,10:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.317527, 149.140087",-35.317527,149.140087,"Australian Capital Territory, 6 Leichhardt Street, Griffith, Australia", Griffith 2603,LEICHHARDT STREET (EYRE -> GILES),1237837,09/11/2020,2020,November,09:30,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.249489, 149.135573",-35.249489,149.135573,"Trevs @ Dickson Cafe, Australian Capital Territory, 20 Challis Street, Dickson 2602, Australia", Dickson 2602,CHALLIS STREET (CAPE / DICKSON BUS STATION ACCESS -> ANTILL SRV.RD),1249042,12/02/2021,2021,February,19:16,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.25252, 149.124517",-35.25252,149.124517,"Wattle Street opposite Lyneham Shops, Australian Capital Territory, Wattle Street, O'Connor 2602, Australia", O'Connor 2602,WATTLE/WATTLE INTERSECTION,1219054,14/11/2019,2019,November,08:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.24511, 149.064683",-35.24511,149.064683,"Australian Capital Territory, Lathlain Street, Belconnen 2617, Australia", Belconnen 2617,LATHLAIN/MARKET INTERSECTION,1174237,03/12/2017,2017,December,12:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.306421, 149.133432",-35.306421,149.133432,"Attorney-General’s Department, Australian Capital Territory, National Circuit, Barton 2600, Australia", Barton 2600,NATIONAL CIRCUIT (BLIGH -> KINGS / QUEEN VICTORIA),1234611,08/10/2020,2020,October,09:15,Morning,Struck pedestrian (Off Road),Property Damage Only,2,0
"-35.415882, 149.06781",-35.415882,149.06781,"Australian Capital Territory, Four Seasons House, Anketell Street, Greenway 2900, Australia", Greenway 2900,ANKETELL STREET (PITMAN -> REED),1249996,01/07/2021,2021,July,16:30,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.27477, 149.132538",-35.27477,149.132538,"Lonsdale Street Roasters 7, Australian Capital Territory, 7 Lonsdale Street, Braddon 2612, Australia", Braddon 2612,LONSDALE STREET (ELOUERA -> COOYONG),1244762,20/11/2020,2020,November,21:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.325872, 149.153929",-35.325872,149.153929,"Australian Capital Territory, Canberra Avenue, Narrabundah 2604, Australia", Narrabundah 2604,CANBERRA AVENUE (DALBY -> NYRANG),1236284,07/11/2020,2020,November,15:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.248715, 149.136173",-35.248715,149.136173,"Dickson Shops, Australian Capital Territory, unnamed road, Dickson 2602, Australia", Dickson 2602,ANTILL STREET SERVICE ROAD (ANTILL SRV.RD ACCESS -> CHALLIS),1247769,23/05/2021,2021,May,20:25,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.240288, 149.091503",-35.240288,149.091503,"Eardley Street after Thynne Street, Australian Capital Territory, Eardley Street, Bruce 2617, Australia", Bruce 2617,EARDLEY STREET (HAYDON -> THYNNE),1247764,15/05/2021,2021,May,18:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.280815, 149.132298",-35.280815,149.132298,"Australian Capital Territory, Ethos House, 28 Ainslie Place, City 2601, Australia", City 2601,AINSLIE PLACE (RIVERSIDE -> LONDON (S)),1243682,27/02/2021,2021,February,15:20,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.294877, 149.143195",-35.294877,149.143195,"Australian Capital Territory, Wendouree Drive, Parkes 2600, Australia", Parkes 2600,WENDOUREE DRIVE (CONSTITUTION -> WENDOUREE),1245863,14/03/2021,2021,March,19:00,Evening,Struck pedestrian (Off Road),Injury,1,1
"-35.291231, 149.144376",-35.291231,149.144376,"Australian Capital Territory, Constitution Avenue, Parkes 2600, Australia", Parkes 2600,CONSTITUTION AVENUE (CRESWELL -> BLAMEY / RUSSELL),1236487,02/11/2020,2020,November,20:26,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.341457, 149.052288",-35.341457,149.052288,"Weston Creek Centre, Weston Asian Grocery, Australian Capital Territory, Brierly Street, Weston 2611, Australia", Weston 2611,BRIERLY STREET (PARKINSON -> TRENERRY),1239659,03/01/2021,2021,January,14:15,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.250555, 149.041628",-35.250555,149.041628,"Australian Capital Territory, Moroak Street, Hawker 2614, Australia", Hawker 2614,MOROAK STREET (WOOLNER -> WOOLNER),1247491,22/05/2021,2021,May,10:10,Morning,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.324787, 149.155669",-35.324787,149.155669,"Nyrang Street after Canberra Avenue, Australian Capital Territory, Nyrang Street, Fyshwick 2609, Australia", Fyshwick 2609,NYRANG STREET (MILDURA -> CANBERRA),1245869,21/04/2021,2021,April,14:00,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.226012, 149.054495",-35.226012,149.054495,"Australian Capital Territory, Kesteven Street, Florey 2615, Australia", Florey 2615,KESTEVEN/KESTEVEN 41-43 INTERSECTION,1232892,28/08/2020,2020,August,16:20,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.186254, 149.13453",-35.186254,149.13453,"Zehni's Turkish Kitchen, Australian Capital Territory, Gungahlin Place West, Gungahlin 2912, Australia", Gungahlin 2912,GUNGAHLIN PLACE (EFKARPIDIS -> HIBERSON),1249582,18/06/2021,2021,June,14:50,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.279563, 149.128959",-35.279563,149.128959,"Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,LONDON/NORTHBOURNE INTERSECTION,1235773,01/11/2020,2020,November,00:44,Night,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.23855, 149.076548",-35.23855,149.076548,"University of Canberra Senior Secondary College Lake Ginninderra, Australian Capital Territory, Aikman Drive, Belconnen 2617, Australia", Belconnen 2617,AIKMAN DRIVE (EMU -> TOWNSEND),1248099,28/05/2021,2021,May,17:45,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.404141, 149.098226",-35.404141,149.098226,"Gary's Kitchen, Australian Capital Territory, 28 Denigan Street, Wanniassa 2903, Australia", Wanniassa 2903,DENIGAN STREET (MCBRYDE -> COMRIE),1246095,03/05/2021,2021,May,09:50,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.223569, 149.036927",-35.223569,149.036927,"Australian Capital Territory, Faucett Street, Latham 2615, Australia", Latham 2615,FAUCETT STREET (CHUBB -> CHUBB),1247496,24/05/2021,2021,May,10:40,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.210181, 149.138502",-35.210181,149.138502,"Australian Capital Territory, Hoskins Street, Mitchell 2911, Australia", Mitchell 2911,HOSKINS STREET (PELLE -> VICARS),1241472,10/12/2020,2020,December,09:30,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.457557, 149.093305",-35.457557,149.093305,"Anytime Fitness, Australian Capital Territory, 12 Sidney Nolan Street, Conder 2906, Australia", Conder 2906,SIDNEY NOLAN STREET (NORMAN LINDSAY -> BALCOMBE),1241698,31/07/2020,2020,July,09:50,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.310927, 149.145175",-35.310927,149.145175,"Australian Capital Territory, 27 Eastlake Parade, Kingston 2604, Australia", Kingston 2604,EASTLAKE PARADE (WENTWORTH -> TREVILLIAN),1241705,19/11/2020,2020,November,23:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.333956, 149.326601",-35.333956,149.326601,"Australian Capital Territory, Kings Highway, Australia", Bungendore 2621,KINGS HIGHWAY (CHARCOAL KILN -> SPARROW HILL),1243374,22/06/2020,2020,June,18:30,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.244336, 149.127097",-35.244336,149.127097,"Mouat Street Hockey Centre, Australian Capital Territory, Mouat Street, Lyneham 2602, Australia", Lyneham 2602,MOUAT STREET (ARCHIBALD -> ELLENBOROUGH / GINNINDERRA / RIGGALL),1242690,02/03/2021,2021,March,08:10,Morning,Struck pedestrian (On Road),Property Damage Only,2,0
"-35.351851, 149.088881",-35.351851,149.088881,"Phillip Business District, St Vincent de Paul, Australian Capital Territory, Colbee Court, Phillip 2606, Australia", Phillip 2606,COLBEE COURT (TOWNSHEND -> SHEA),1243996,19/03/2021,2021,March,10:38,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.421525, 149.072103",-35.421525,149.072103,"Australian Capital Territory, 325 Anketell Street, Greenway 2900, Australia", Greenway 2900,ANKETELL STREET (CYNTHEA TEAGUE -> OAKDEN),1220320,06/12/2019,2019,December,13:45,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.416704, 149.135105",-35.416704,149.135105,"Heagney Crescent before 2nd Louisa Lawson Crescent, Australian Capital Territory, Heagney Crescent, Gilmore 2905, Australia", Gilmore 2905,HEAGNEY CRESCENT (LOUISA LAWSON -> LOUISA LAWSON),1244589,14/09/2020,2020,September,15:00,Afternoon,Struck pedestrian (Off Road),Property Damage Only,1,0
"-35.277991, 149.132638",-35.277991,149.132638,"Westpac, Australian Capital Territory, Bunda Street, City 2601, Australia", City 2601,BUNDA STREET (GAREMA -> GENGE),1246439,03/05/2021,2021,May,16:30,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.415503, 149.067522",-35.415503,149.067522,"Australian Capital Territory, 175 Anketell Street, Greenway 2900, Australia", Greenway 2900,ANKETELL STREET (PITMAN -> REED),1235815,12/10/2020,2020,October,10:20,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.318647, 149.035378",-35.318647,149.035378,"Australian Capital Territory, Tishler Street, Wright 2611, Australia", Wright 2611,TISHLER STREET (TRUEBRIDGE -> JOHN GORTON SRV 3),1214808,09/09/2019,2019,September,16:40,Afternoon,Struck pedestrian (Off Road),Injury,1,1
"-35.371915, 149.092772",-35.371915,149.092772,"Australian Capital Territory, Beasley Street, Torrens 2607, Australia", Torrens 2607,ATHLLON/BEASLEY (SW) INTERSECTION,1236737,29/10/2020,2020,October,08:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.263778, 149.124979",-35.263778,149.124979,"Australian Capital Territory, David Street, Turner 2602, Australia", Turner 2602,DAVID STREET (HAY -> SARGOOD),1241946,26/02/2021,2021,February,09:35,Morning,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.179959, 149.133913",-35.179959,149.133913,"Australian Capital Territory, Gundaroo Drive, Gungahlin 2912, Australia", Gungahlin 2912,GUNDAROO/GUNDAROO SRV 327-345 INTERSECTION,1105134,24/03/2014,2014,March,15:00,Afternoon,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.276049, 149.132209",-35.276049,149.132209,"Australian Capital Territory, Cooyong Street, City 2601, Australia", City 2601,COOYONG/LONSDALE/GENGE INTERSECTION,1240149,18/12/2020,2020,December,19:37,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.276399, 149.125554",-35.276399,149.125554,"ANU Rimmer Street, Australian Capital Territory, Rimmer Street, City 2601, Australia", City 2601,RIMMER STREET (CHILDERS -> KINGSLEY),1235981,02/11/2020,2020,November,10:35,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.237486, 149.06286",-35.237486,149.06286,"Belco Halal Kebabs and Pizzeria, Australian Capital Territory, Lathlain Street, Belconnen 2617, Australia", Belconnen 2617,LATHLAIN STREET (WESTFIELD BUS STATION ACCESS -> LUXTON),1241714,15/02/2021,2021,February,19:09,Evening,Struck pedestrian (On Road),Injury,1,1
"-35.249719, 149.136991",-35.249719,149.136991,"Chinatown, Australian Capital Territory, Woolley Street, Dickson 2602, Australia", Dickson 2602,WOOLLEY STREET (CAPE -> BADHAM),1243056,24/02/2021,2021,February,11:45,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.363361, 149.055488",-35.363361,149.055488,"Australian Capital Territory, 19 Ballarat Street, Fisher 2611, Australia", Fisher 2611,BALLARAT STREET (NULLAGINE -> ROSEBERY),1247101,16/05/2021,2021,May,16:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.242407, 149.059298",-35.242407,149.059298,"Neutral Grounds, Australian Capital Territory, Nettlefold Street, Belconnen 2617, Australia", Belconnen 2617,NETTLEFOLD STREET (OATLEY -> MOUBRAY),1249697,23/06/2021,2021,June,12:40,Afternoon,Struck pedestrian (On Road),Injury,1,1
"-35.279727, 149.125324",-35.279727,149.125324,"Australian Capital Territory, Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE/UNIVERSITY INTERSECTION,1236673,16/11/2020,2020,November,09:15,Morning,Struck pedestrian (Off Road),Injury,1,1
"-35.442848, 149.129881",-35.442848,149.129881,"Australian Capital Territory, Monaro Highway, Theodore 2905, Australia", Theodore 2905,MONARO HIGHWAY (JOHNSON -> OLD COOMA),1250708,06/07/2021,2021,July,07:00,Morning,Struck pedestrian (On Road),Injury,1,1
"-35.200757, 149.161191",-35.200757,149.161191,"Australian Capital Territory, Phantom Street, Harrison 2914, Australia", Harrison 2914,NULLARBOR/PHANTOM INTERSECTION,1244842,15/04/2021,2021,April,19:25,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.27971, 149.12534",-35.27971,149.12534,"Australian Capital Territory, Marcus Clarke Street, City 2601, Australia", City 2601,MARCUS CLARKE/UNIVERSITY INTERSECTION,1248633,07/06/2021,2021,June,18:42,Evening,Struck pedestrian (On Road),Property Damage Only,1,0
"-35.280014, 149.126728",-35.280014,149.126728,"Bashan, Australian Capital Territory, London Circuit, City 2601, Australia", City 2601,KNOWLES/LONDON INTERSECTION,1247309,20/05/2021,2021,May,13:30,Afternoon,Struck pedestrian (On Road),Injury,1,1
